VTX,	IDX,	Position.x,	Position.y,	Position.z
36.0,	19064.0,	13.233512878417969,	-19.50027084350586,	105.57962799072266
37.0,	19063.0,	13.479095458984375,	-20.43157196044922,	106.59794616699219
38.0,	19059.0,	13.657493591308594,	-20.56769561767578,	105.9246597290039
39.0,	19062.0,	13.823707580566406,	-20.58789825439453,	103.73814392089844
40.0,	19065.0,	13.78445816040039,	-20.065837860107422,	103.44004821777344
41.0,	19064.0,	13.233512878417969,	-19.50027084350586,	105.57962799072266
42.0,	19064.0,	13.233512878417969,	-19.50027084350586,	105.57962799072266
43.0,	19066.0,	13.032604217529297,	-19.845874786376953,	106.82098388671875
44.0,	19063.0,	13.479095458984375,	-20.43157196044922,	106.59794616699219
45.0,	19064.0,	13.233512878417969,	-19.50027084350586,	105.57962799072266
46.0,	19067.0,	12.810054779052734,	-19.160999298095703,	106.98973083496094
47.0,	19066.0,	13.032604217529297,	-19.845874786376953,	106.82098388671875
48.0,	19068.0,	13.863128662109375,	-19.686996459960938,	103.2770767211914
49.0,	19064.0,	13.233512878417969,	-19.50027084350586,	105.57962799072266
50.0,	19065.0,	13.78445816040039,	-20.065837860107422,	103.44004821777344
51.0,	19069.0,	12.89052963256836,	-18.48666763305664,	107.07089233398438
52.0,	19067.0,	12.810054779052734,	-19.160999298095703,	106.98973083496094
53.0,	19064.0,	13.233512878417969,	-19.50027084350586,	105.57962799072266
54.0,	19068.0,	13.863128662109375,	-19.686996459960938,	103.2770767211914
55.0,	19070.0,	13.608680725097656,	-18.401744842529297,	105.39713287353516
56.0,	19064.0,	13.233512878417969,	-19.50027084350586,	105.57962799072266
57.0,	19069.0,	12.89052963256836,	-18.48666763305664,	107.07089233398438
58.0,	19064.0,	13.233512878417969,	-19.50027084350586,	105.57962799072266
59.0,	19070.0,	13.608680725097656,	-18.401744842529297,	105.39713287353516
60.0,	19068.0,	13.863128662109375,	-19.686996459960938,	103.2770767211914
61.0,	19071.0,	14.143753051757812,	-19.201541900634766,	103.14765930175781
62.0,	19070.0,	13.608680725097656,	-18.401744842529297,	105.39713287353516
63.0,	19069.0,	12.89052963256836,	-18.48666763305664,	107.07089233398438
64.0,	19070.0,	13.608680725097656,	-18.401744842529297,	105.39713287353516
65.0,	19072.0,	13.218585968017578,	-17.893817901611328,	107.0574951171875
66.0,	19070.0,	13.608680725097656,	-18.401744842529297,	105.39713287353516
67.0,	19071.0,	14.143753051757812,	-19.201541900634766,	103.14765930175781
68.0,	19073.0,	14.512588500976562,	-18.69619369506836,	103.10182189941406
69.0,	19072.0,	13.218585968017578,	-17.893817901611328,	107.0574951171875
70.0,	19070.0,	13.608680725097656,	-18.401744842529297,	105.39713287353516
71.0,	19074.0,	13.675060272216797,	-17.470951080322266,	106.96807861328125
72.0,	19075.0,	14.5133056640625,	-17.533252716064453,	105.49314880371094
73.0,	19070.0,	13.608680725097656,	-18.401744842529297,	105.39713287353516
74.0,	19073.0,	14.512588500976562,	-18.69619369506836,	103.10182189941406
75.0,	19074.0,	13.675060272216797,	-17.470951080322266,	106.96807861328125
76.0,	19070.0,	13.608680725097656,	-18.401744842529297,	105.39713287353516
77.0,	19075.0,	14.5133056640625,	-17.533252716064453,	105.49314880371094
78.0,	19075.0,	14.5133056640625,	-17.533252716064453,	105.49314880371094
79.0,	19073.0,	14.512588500976562,	-18.69619369506836,	103.10182189941406
80.0,	19076.0,	14.971817016601562,	-18.24880599975586,	103.1290512084961
81.0,	19074.0,	13.675060272216797,	-17.470951080322266,	106.96807861328125
82.0,	19075.0,	14.5133056640625,	-17.533252716064453,	105.49314880371094
83.0,	19077.0,	14.229991912841797,	-17.181095123291016,	106.835693359375
84.0,	19078.0,	13.954437255859375,	-20.624561309814453,	102.6181869506836
85.0,	19079.0,	14.080551147460938,	-20.930606842041016,	102.83213806152344
86.0,	19080.0,	14.390922546386719,	-21.275665283203125,	102.80607604980469
87.0,	19079.0,	14.080551147460938,	-20.930606842041016,	102.83213806152344
88.0,	19081.0,	14.282684326171875,	-21.196266174316406,	103.12517547607422
89.0,	19080.0,	14.390922546386719,	-21.275665283203125,	102.80607604980469
90.0,	19081.0,	14.282684326171875,	-21.196266174316406,	103.12517547607422
91.0,	19082.0,	14.826797485351562,	-21.542221069335938,	102.91097259521484
92.0,	19080.0,	14.390922546386719,	-21.275665283203125,	102.80607604980469
93.0,	19082.0,	14.826797485351562,	-21.542221069335938,	102.91097259521484
94.0,	19081.0,	14.282684326171875,	-21.196266174316406,	103.12517547607422
95.0,	19083.0,	14.664173126220703,	-21.369068145751953,	103.53111267089844
96.0,	19083.0,	14.664173126220703,	-21.369068145751953,	103.53111267089844
97.0,	19084.0,	15.185890197753906,	-21.509525299072266,	103.52883911132812
98.0,	19082.0,	14.826797485351562,	-21.542221069335938,	102.91097259521484
99.0,	19085.0,	15.116744995117188,	-21.37026596069336,	103.9479751586914
100.0,	19084.0,	15.185890197753906,	-21.509525299072266,	103.52883911132812
101.0,	19083.0,	14.664173126220703,	-21.369068145751953,	103.53111267089844
102.0,	19084.0,	15.185890197753906,	-21.509525299072266,	103.52883911132812
103.0,	19086.0,	15.2596435546875,	-21.630855560302734,	103.00831604003906
104.0,	19082.0,	14.826797485351562,	-21.542221069335938,	102.91097259521484
105.0,	19087.0,	15.707469940185547,	-21.154293060302734,	104.47132873535156
106.0,	19084.0,	15.185890197753906,	-21.509525299072266,	103.52883911132812
107.0,	19085.0,	15.116744995117188,	-21.37026596069336,	103.9479751586914
108.0,	19088.0,	16.028236389160156,	-21.364215850830078,	103.06005096435547
109.0,	19086.0,	15.2596435546875,	-21.630855560302734,	103.00831604003906
110.0,	19084.0,	15.185890197753906,	-21.509525299072266,	103.52883911132812
111.0,	19087.0,	15.707469940185547,	-21.154293060302734,	104.47132873535156
112.0,	19089.0,	15.893104553222656,	-21.28988265991211,	103.7091064453125
113.0,	19084.0,	15.185890197753906,	-21.509525299072266,	103.52883911132812
114.0,	19084.0,	15.185890197753906,	-21.509525299072266,	103.52883911132812
115.0,	19089.0,	15.893104553222656,	-21.28988265991211,	103.7091064453125
116.0,	19088.0,	16.028236389160156,	-21.364215850830078,	103.06005096435547
117.0,	19089.0,	15.893104553222656,	-21.28988265991211,	103.7091064453125
118.0,	19087.0,	15.707469940185547,	-21.154293060302734,	104.47132873535156
119.0,	19090.0,	16.483184814453125,	-20.854473114013672,	103.80366516113281
120.0,	19090.0,	16.483184814453125,	-20.854473114013672,	103.80366516113281
121.0,	19088.0,	16.028236389160156,	-21.364215850830078,	103.06005096435547
122.0,	19089.0,	15.893104553222656,	-21.28988265991211,	103.7091064453125
123.0,	19088.0,	16.028236389160156,	-21.364215850830078,	103.06005096435547
124.0,	19090.0,	16.483184814453125,	-20.854473114013672,	103.80366516113281
125.0,	19091.0,	16.651077270507812,	-20.958866119384766,	103.07064819335938
126.0,	19087.0,	15.707469940185547,	-21.154293060302734,	104.47132873535156
127.0,	19092.0,	16.26435089111328,	-20.684776306152344,	104.99071502685547
128.0,	19090.0,	16.483184814453125,	-20.854473114013672,	103.80366516113281
129.0,	19093.0,	17.099334716796875,	-20.493770599365234,	103.05148315429688
130.0,	19091.0,	16.651077270507812,	-20.958866119384766,	103.07064819335938
131.0,	19090.0,	16.483184814453125,	-20.854473114013672,	103.80366516113281
132.0,	19092.0,	16.26435089111328,	-20.684776306152344,	104.99071502685547
133.0,	19094.0,	16.532447814941406,	-20.41360092163086,	105.22176361083984
134.0,	19095.0,	16.88158416748047,	-20.124343872070312,	104.95378112792969
135.0,	19095.0,	16.88158416748047,	-20.124343872070312,	104.95378112792969
136.0,	19090.0,	16.483184814453125,	-20.854473114013672,	103.80366516113281
137.0,	19092.0,	16.26435089111328,	-20.684776306152344,	104.99071502685547
138.0,	19096.0,	17.364173889160156,	-19.826534271240234,	103.84687042236328
139.0,	19093.0,	17.099334716796875,	-20.493770599365234,	103.05148315429688
140.0,	19090.0,	16.483184814453125,	-20.854473114013672,	103.80366516113281
141.0,	19095.0,	16.88158416748047,	-20.124343872070312,	104.95378112792969
142.0,	19096.0,	17.364173889160156,	-19.826534271240234,	103.84687042236328
143.0,	19090.0,	16.483184814453125,	-20.854473114013672,	103.80366516113281
144.0,	19096.0,	17.364173889160156,	-19.826534271240234,	103.84687042236328
145.0,	19097.0,	17.46075439453125,	-19.95217514038086,	103.04052734375
146.0,	19093.0,	17.099334716796875,	-20.493770599365234,	103.05148315429688
147.0,	19095.0,	16.88158416748047,	-20.124343872070312,	104.95378112792969
148.0,	19098.0,	17.24957275390625,	-19.725494384765625,	104.587646484375
149.0,	19096.0,	17.364173889160156,	-19.826534271240234,	103.84687042236328
150.0,	19096.0,	17.364173889160156,	-19.826534271240234,	103.84687042236328
151.0,	19098.0,	17.24957275390625,	-19.725494384765625,	104.587646484375
152.0,	19099.0,	17.428855895996094,	-19.271629333496094,	104.19483184814453
153.0,	19100.0,	17.62647247314453,	-19.385269165039062,	102.98300170898438
154.0,	19097.0,	17.46075439453125,	-19.95217514038086,	103.04052734375
155.0,	19096.0,	17.364173889160156,	-19.826534271240234,	103.84687042236328
156.0,	19101.0,	17.534751892089844,	-18.761062622070312,	103.74967956542969
157.0,	19096.0,	17.364173889160156,	-19.826534271240234,	103.84687042236328
158.0,	19099.0,	17.428855895996094,	-19.271629333496094,	104.19483184814453
159.0,	19101.0,	17.534751892089844,	-18.761062622070312,	103.74967956542969
160.0,	19100.0,	17.62647247314453,	-19.385269165039062,	102.98300170898438
161.0,	19096.0,	17.364173889160156,	-19.826534271240234,	103.84687042236328
162.0,	19101.0,	17.534751892089844,	-18.761062622070312,	103.74967956542969
163.0,	19102.0,	17.65545654296875,	-18.845340728759766,	102.9205322265625
164.0,	19100.0,	17.62647247314453,	-19.385269165039062,	102.98300170898438
165.0,	19103.0,	17.44806671142578,	-18.292537689208984,	103.32782745361328
166.0,	19102.0,	17.65545654296875,	-18.845340728759766,	102.9205322265625
167.0,	19101.0,	17.534751892089844,	-18.761062622070312,	103.74967956542969
168.0,	19102.0,	17.65545654296875,	-18.845340728759766,	102.9205322265625
169.0,	19103.0,	17.44806671142578,	-18.292537689208984,	103.32782745361328
170.0,	19104.0,	17.530601501464844,	-18.333866119384766,	102.83454132080078
171.0,	19103.0,	17.44806671142578,	-18.292537689208984,	103.32782745361328
172.0,	19105.0,	17.237281799316406,	-17.93077850341797,	102.76192474365234
173.0,	19104.0,	17.530601501464844,	-18.333866119384766,	102.83454132080078
174.0,	19103.0,	17.44806671142578,	-18.292537689208984,	103.32782745361328
175.0,	19106.0,	17.199928283691406,	-17.933334350585938,	102.94550323486328
176.0,	19105.0,	17.237281799316406,	-17.93077850341797,	102.76192474365234
177.0,	19107.0,	16.800331115722656,	-17.747108459472656,	102.64942932128906
178.0,	19105.0,	17.237281799316406,	-17.93077850341797,	102.76192474365234
179.0,	19106.0,	17.199928283691406,	-17.933334350585938,	102.94550323486328
180.0,	19108.0,	-11.228805541992188,	18.79108428955078,	105.0052490234375
181.0,	19109.0,	-10.744064331054688,	18.902542114257812,	104.70016479492188
182.0,	19110.0,	-10.766284942626953,	18.712295532226562,	105.1814956665039
183.0,	19111.0,	-10.272579193115234,	18.899154663085938,	104.35090637207031
184.0,	19110.0,	-10.766284942626953,	18.712295532226562,	105.1814956665039
185.0,	19109.0,	-10.744064331054688,	18.902542114257812,	104.70016479492188
186.0,	19111.0,	-10.272579193115234,	18.899154663085938,	104.35090637207031
187.0,	19112.0,	-10.256492614746094,	18.52953338623047,	105.35933685302734
188.0,	19110.0,	-10.766284942626953,	18.712295532226562,	105.1814956665039
189.0,	19113.0,	-9.828590393066406,	18.74634552001953,	103.97988891601562
190.0,	19112.0,	-10.256492614746094,	18.52953338623047,	105.35933685302734
191.0,	19111.0,	-10.272579193115234,	18.899154663085938,	104.35090637207031
192.0,	19112.0,	-10.256492614746094,	18.52953338623047,	105.35933685302734
193.0,	19113.0,	-9.828590393066406,	18.74634552001953,	103.97988891601562
194.0,	19114.0,	-9.819694519042969,	18.173110961914062,	105.51102447509766
195.0,	19113.0,	-9.828590393066406,	18.74634552001953,	103.97988891601562
196.0,	19115.0,	-9.544090270996094,	17.643577575683594,	105.66749572753906
197.0,	19114.0,	-9.819694519042969,	18.173110961914062,	105.51102447509766
198.0,	19115.0,	-9.544090270996094,	17.643577575683594,	105.66749572753906
199.0,	19113.0,	-9.828590393066406,	18.74634552001953,	103.97988891601562
200.0,	19116.0,	-9.48910903930664,	18.525146484375,	103.59148406982422
201.0,	19117.0,	-9.34200668334961,	18.15607452392578,	103.23352813720703
202.0,	19115.0,	-9.544090270996094,	17.643577575683594,	105.66749572753906
203.0,	19116.0,	-9.48910903930664,	18.525146484375,	103.59148406982422
204.0,	19118.0,	-9.480648040771484,	16.747474670410156,	105.19776916503906
205.0,	19115.0,	-9.544090270996094,	17.643577575683594,	105.66749572753906
206.0,	19117.0,	-9.34200668334961,	18.15607452392578,	103.23352813720703
207.0,	19118.0,	-9.480648040771484,	16.747474670410156,	105.19776916503906
208.0,	19119.0,	-9.416145324707031,	17.100173950195312,	105.79876708984375
209.0,	19115.0,	-9.544090270996094,	17.643577575683594,	105.66749572753906
210.0,	19118.0,	-9.480648040771484,	16.747474670410156,	105.19776916503906
211.0,	19117.0,	-9.34200668334961,	18.15607452392578,	103.23352813720703
212.0,	19120.0,	-9.42569351196289,	17.71306610107422,	102.91728210449219
213.0,	19121.0,	-9.453983306884766,	16.48236846923828,	105.93278503417969
214.0,	19119.0,	-9.416145324707031,	17.100173950195312,	105.79876708984375
215.0,	19118.0,	-9.480648040771484,	16.747474670410156,	105.19776916503906
216.0,	19122.0,	-9.746585845947266,	17.205467224121094,	102.64645385742188
217.0,	19118.0,	-9.480648040771484,	16.747474670410156,	105.19776916503906
218.0,	19120.0,	-9.42569351196289,	17.71306610107422,	102.91728210449219
219.0,	19123.0,	-9.643413543701172,	15.832809448242188,	106.04944610595703
220.0,	19121.0,	-9.453983306884766,	16.48236846923828,	105.93278503417969
221.0,	19118.0,	-9.480648040771484,	16.747474670410156,	105.19776916503906
222.0,	19118.0,	-9.480648040771484,	16.747474670410156,	105.19776916503906
223.0,	19122.0,	-9.746585845947266,	17.205467224121094,	102.64645385742188
224.0,	19124.0,	-9.643360137939453,	16.21710968017578,	104.98295593261719
225.0,	19123.0,	-9.643413543701172,	15.832809448242188,	106.04944610595703
226.0,	19118.0,	-9.480648040771484,	16.747474670410156,	105.19776916503906
227.0,	19124.0,	-9.643360137939453,	16.21710968017578,	104.98295593261719
228.0,	19125.0,	-10.202957153320312,	16.748619079589844,	102.4591064453125
229.0,	19124.0,	-9.643360137939453,	16.21710968017578,	104.98295593261719
230.0,	19122.0,	-9.746585845947266,	17.205467224121094,	102.64645385742188
231.0,	19124.0,	-9.643360137939453,	16.21710968017578,	104.98295593261719
232.0,	19125.0,	-10.202957153320312,	16.748619079589844,	102.4591064453125
233.0,	19126.0,	-10.039501190185547,	15.79119873046875,	104.81706237792969
234.0,	19126.0,	-10.039501190185547,	15.79119873046875,	104.81706237792969
235.0,	19123.0,	-9.643413543701172,	15.832809448242188,	106.04944610595703
236.0,	19124.0,	-9.643360137939453,	16.21710968017578,	104.98295593261719
237.0,	19127.0,	-9.968475341796875,	15.294410705566406,	106.14335632324219
238.0,	19123.0,	-9.643413543701172,	15.832809448242188,	106.04944610595703
239.0,	19126.0,	-10.039501190185547,	15.79119873046875,	104.81706237792969
240.0,	19128.0,	2.0721378326416016,	8.763410568237305,	122.05976867675781
241.0,	19129.0,	2.7424488067626953,	9.60751724243164,	121.97913360595703
242.0,	19130.0,	2.4286880493164062,	9.314109802246094,	122.90277862548828
243.0,	19129.0,	2.7424488067626953,	9.60751724243164,	121.97913360595703
244.0,	19131.0,	3.900684356689453,	10.287141799926758,	123.42884826660156
245.0,	19130.0,	2.4286880493164062,	9.314109802246094,	122.90277862548828
246.0,	19131.0,	3.900684356689453,	10.287141799926758,	123.42884826660156
247.0,	19129.0,	2.7424488067626953,	9.60751724243164,	121.97913360595703
248.0,	19132.0,	4.268184661865234,	10.52009391784668,	122.15021514892578
249.0,	19132.0,	4.268184661865234,	10.52009391784668,	122.15021514892578
250.0,	19133.0,	5.756864547729492,	10.757686614990234,	123.2206039428711
251.0,	19131.0,	3.900684356689453,	10.287141799926758,	123.42884826660156
252.0,	19133.0,	5.756864547729492,	10.757686614990234,	123.2206039428711
253.0,	19132.0,	4.268184661865234,	10.52009391784668,	122.15021514892578
254.0,	19134.0,	5.899507522583008,	10.858569145202637,	122.2735366821289
255.0,	19135.0,	7.666318893432617,	10.715855598449707,	122.39814758300781
256.0,	19133.0,	5.756864547729492,	10.757686614990234,	123.2206039428711
257.0,	19134.0,	5.899507522583008,	10.858569145202637,	122.2735366821289
258.0,	19133.0,	5.756864547729492,	10.757686614990234,	123.2206039428711
259.0,	19135.0,	7.666318893432617,	10.715855598449707,	122.39814758300781
260.0,	19136.0,	7.754779815673828,	10.628877639770508,	122.70008087158203
261.0,	19137.0,	9.285320281982422,	10.172968864440918,	122.12371063232422
262.0,	19136.0,	7.754779815673828,	10.628877639770508,	122.70008087158203
263.0,	19135.0,	7.666318893432617,	10.715855598449707,	122.39814758300781
264.0,	19138.0,	8.156435012817383,	11.435956954956055,	120.18891143798828
265.0,	19137.0,	9.285320281982422,	10.172968864440918,	122.12371063232422
266.0,	19135.0,	7.666318893432617,	10.715855598449707,	122.39814758300781
267.0,	19138.0,	8.156435012817383,	11.435956954956055,	120.18891143798828
268.0,	19139.0,	9.676939010620117,	10.520760536193848,	120.23103332519531
269.0,	19137.0,	9.285320281982422,	10.172968864440918,	122.12371063232422
270.0,	19139.0,	9.676939010620117,	10.520760536193848,	120.23103332519531
271.0,	19140.0,	11.115056991577148,	9.375211715698242,	120.24878692626953
272.0,	19137.0,	9.285320281982422,	10.172968864440918,	122.12371063232422
273.0,	19141.0,	10.510128021240234,	11.577871322631836,	117.91768646240234
274.0,	19139.0,	9.676939010620117,	10.520760536193848,	120.23103332519531
275.0,	19138.0,	8.156435012817383,	11.435956954956055,	120.18891143798828
276.0,	19138.0,	8.156435012817383,	11.435956954956055,	120.18891143798828
277.0,	19142.0,	8.954399108886719,	12.853445053100586,	118.00438690185547
278.0,	19141.0,	10.510128021240234,	11.577871322631836,	117.91768646240234
279.0,	19139.0,	9.676939010620117,	10.520760536193848,	120.23103332519531
280.0,	19143.0,	11.89377212524414,	10.01981258392334,	117.80632019042969
281.0,	19140.0,	11.115056991577148,	9.375211715698242,	120.24878692626953
282.0,	19143.0,	11.89377212524414,	10.01981258392334,	117.80632019042969
283.0,	19139.0,	9.676939010620117,	10.520760536193848,	120.23103332519531
284.0,	19141.0,	10.510128021240234,	11.577871322631836,	117.91768646240234
285.0,	19144.0,	13.515534400939941,	8.648539543151855,	117.83958435058594
286.0,	19140.0,	11.115056991577148,	9.375211715698242,	120.24878692626953
287.0,	19143.0,	11.89377212524414,	10.01981258392334,	117.80632019042969
288.0,	19140.0,	11.115056991577148,	9.375211715698242,	120.24878692626953
289.0,	19144.0,	13.515534400939941,	8.648539543151855,	117.83958435058594
290.0,	19145.0,	12.753151893615723,	8.248878479003906,	120.29047393798828
291.0,	19146.0,	11.368142127990723,	12.737977027893066,	115.8678970336914
292.0,	19141.0,	10.510128021240234,	11.577871322631836,	117.91768646240234
293.0,	19142.0,	8.954399108886719,	12.853445053100586,	118.00438690185547
294.0,	19142.0,	8.954399108886719,	12.853445053100586,	118.00438690185547
295.0,	19147.0,	9.74815559387207,	14.18472671508789,	116.0189437866211
296.0,	19146.0,	11.368142127990723,	12.737977027893066,	115.8678970336914
297.0,	19141.0,	10.510128021240234,	11.577871322631836,	117.91768646240234
298.0,	19148.0,	12.753212928771973,	10.95969009399414,	115.56514739990234
299.0,	19143.0,	11.89377212524414,	10.01981258392334,	117.80632019042969
300.0,	19148.0,	12.753212928771973,	10.95969009399414,	115.56514739990234
301.0,	19141.0,	10.510128021240234,	11.577871322631836,	117.91768646240234
302.0,	19146.0,	11.368142127990723,	12.737977027893066,	115.8678970336914
303.0,	19149.0,	10.899216651916504,	15.073402404785156,	113.87826538085938
304.0,	19147.0,	9.74815559387207,	14.18472671508789,	116.0189437866211
305.0,	19150.0,	10.471277236938477,	15.241594314575195,	114.19869995117188
306.0,	19147.0,	9.74815559387207,	14.18472671508789,	116.0189437866211
307.0,	19149.0,	10.899216651916504,	15.073402404785156,	113.87826538085938
308.0,	19151.0,	12.142399787902832,	13.907543182373047,	113.57286834716797
309.0,	19151.0,	12.142399787902832,	13.907543182373047,	113.57286834716797
310.0,	19146.0,	11.368142127990723,	12.737977027893066,	115.8678970336914
311.0,	19147.0,	9.74815559387207,	14.18472671508789,	116.0189437866211
312.0,	19152.0,	12.438840866088867,	14.314263343811035,	112.51270294189453
313.0,	19151.0,	12.142399787902832,	13.907543182373047,	113.57286834716797
314.0,	19149.0,	10.899216651916504,	15.073402404785156,	113.87826538085938
315.0,	19153.0,	12.97230052947998,	13.745340347290039,	111.6760482788086
316.0,	19151.0,	12.142399787902832,	13.907543182373047,	113.57286834716797
317.0,	19152.0,	12.438840866088867,	14.314263343811035,	112.51270294189453
318.0,	19154.0,	13.388544082641602,	11.867304801940918,	113.04804229736328
319.0,	19146.0,	11.368142127990723,	12.737977027893066,	115.8678970336914
320.0,	19151.0,	12.142399787902832,	13.907543182373047,	113.57286834716797
321.0,	19154.0,	13.388544082641602,	11.867304801940918,	113.04804229736328
322.0,	19151.0,	12.142399787902832,	13.907543182373047,	113.57286834716797
323.0,	19153.0,	12.97230052947998,	13.745340347290039,	111.6760482788086
324.0,	19146.0,	11.368142127990723,	12.737977027893066,	115.8678970336914
325.0,	19154.0,	13.388544082641602,	11.867304801940918,	113.04804229736328
326.0,	19148.0,	12.753212928771973,	10.95969009399414,	115.56514739990234
327.0,	19153.0,	12.97230052947998,	13.745340347290039,	111.6760482788086
328.0,	19155.0,	13.445229530334473,	12.798309326171875,	110.3843994140625
329.0,	19154.0,	13.388544082641602,	11.867304801940918,	113.04804229736328
330.0,	19143.0,	11.89377212524414,	10.01981258392334,	117.80632019042969
331.0,	19148.0,	12.753212928771973,	10.95969009399414,	115.56514739990234
332.0,	19156.0,	14.350990295410156,	9.31570816040039,	115.41551208496094
333.0,	19156.0,	14.350990295410156,	9.31570816040039,	115.41551208496094
334.0,	19144.0,	13.515534400939941,	8.648539543151855,	117.83958435058594
335.0,	19143.0,	11.89377212524414,	10.01981258392334,	117.80632019042969
336.0,	19157.0,	14.851219177246094,	9.893558502197266,	112.70519256591797
337.0,	19148.0,	12.753212928771973,	10.95969009399414,	115.56514739990234
338.0,	19154.0,	13.388544082641602,	11.867304801940918,	113.04804229736328
339.0,	19148.0,	12.753212928771973,	10.95969009399414,	115.56514739990234
340.0,	19157.0,	14.851219177246094,	9.893558502197266,	112.70519256591797
341.0,	19156.0,	14.350990295410156,	9.31570816040039,	115.41551208496094
342.0,	19154.0,	13.388544082641602,	11.867304801940918,	113.04804229736328
343.0,	19155.0,	13.445229530334473,	12.798309326171875,	110.3843994140625
344.0,	19158.0,	13.593555450439453,	12.344440460205078,	110.26559448242188
345.0,	19157.0,	14.851219177246094,	9.893558502197266,	112.70519256591797
346.0,	19154.0,	13.388544082641602,	11.867304801940918,	113.04804229736328
347.0,	19158.0,	13.593555450439453,	12.344440460205078,	110.26559448242188
348.0,	19159.0,	13.586745262145996,	12.396695137023926,	109.88045501708984
349.0,	19158.0,	13.593555450439453,	12.344440460205078,	110.26559448242188
350.0,	19155.0,	13.445229530334473,	12.798309326171875,	110.3843994140625
351.0,	19160.0,	14.339521408081055,	10.143333435058594,	107.39115142822266
352.0,	19158.0,	13.593555450439453,	12.344440460205078,	110.26559448242188
353.0,	19159.0,	13.586745262145996,	12.396695137023926,	109.88045501708984
354.0,	19157.0,	14.851219177246094,	9.893558502197266,	112.70519256591797
355.0,	19158.0,	13.593555450439453,	12.344440460205078,	110.26559448242188
356.0,	19161.0,	14.756067276000977,	10.093243598937988,	109.9042739868164
357.0,	19158.0,	13.593555450439453,	12.344440460205078,	110.26559448242188
358.0,	19160.0,	14.339521408081055,	10.143333435058594,	107.39115142822266
359.0,	19161.0,	14.756067276000977,	10.093243598937988,	109.9042739868164
360.0,	19156.0,	14.350990295410156,	9.31570816040039,	115.41551208496094
361.0,	19157.0,	14.851219177246094,	9.893558502197266,	112.70519256591797
362.0,	19162.0,	15.718391418457031,	7.581933975219727,	115.18123626708984
363.0,	19161.0,	14.756067276000977,	10.093243598937988,	109.9042739868164
364.0,	19163.0,	16.088109970092773,	7.884230613708496,	112.477783203125
365.0,	19157.0,	14.851219177246094,	9.893558502197266,	112.70519256591797
366.0,	19162.0,	15.718391418457031,	7.581933975219727,	115.18123626708984
367.0,	19157.0,	14.851219177246094,	9.893558502197266,	112.70519256591797
368.0,	19163.0,	16.088109970092773,	7.884230613708496,	112.477783203125
369.0,	19164.0,	15.846328735351562,	8.070718765258789,	109.6962890625
