VTX,	IDX,	Position.x,	Position.y,	Position.z
118.0,	88.0,	5.398383617401123,	2.857010841369629,	147.97119140625
119.0,	91.0,	5.346138000488281,	2.7673044204711914,	147.90467834472656
120.0,	92.0,	16.348726272583008,	0.6351423263549805,	141.07546997070312
121.0,	93.0,	16.700420379638672,	0.2563610076904297,	140.881103515625
122.0,	94.0,	16.538394927978516,	0.6984100341796875,	140.9739227294922
123.0,	93.0,	16.700420379638672,	0.2563610076904297,	140.881103515625
124.0,	92.0,	16.348726272583008,	0.6351423263549805,	141.07546997070312
125.0,	95.0,	16.50649070739746,	0.18338394165039062,	140.9817352294922
126.0,	96.0,	24.315425872802734,	1.7227306365966797,	130.4329833984375
127.0,	97.0,	24.14603042602539,	3.2292795181274414,	130.38082885742188
128.0,	98.0,	24.206438064575195,	3.3004965782165527,	130.38092041015625
129.0,	97.0,	24.14603042602539,	3.2292795181274414,	130.38082885742188
130.0,	96.0,	24.315425872802734,	1.7227306365966797,	130.4329833984375
131.0,	99.0,	24.22714614868164,	1.7801532745361328,	130.42567443847656
132.0,	100.0,	24.116621017456055,	1.7090559005737305,	130.41629028320312
133.0,	101.0,	24.22714614868164,	1.7801532745361328,	130.42567443847656
134.0,	102.0,	24.315425872802734,	1.7227306365966797,	130.4329833984375
135.0,	101.0,	24.22714614868164,	1.7801532745361328,	130.42567443847656
136.0,	100.0,	24.116621017456055,	1.7090559005737305,	130.41629028320312
137.0,	103.0,	24.132991790771484,	1.7695550918579102,	130.4127960205078
138.0,	104.0,	24.14603042602539,	3.2292795181274414,	130.38082885742188
139.0,	105.0,	24.00768280029297,	3.2864747047424316,	130.36277770996094
140.0,	106.0,	24.206438064575195,	3.3004965782165527,	130.38092041015625
141.0,	105.0,	24.00768280029297,	3.2864747047424316,	130.36277770996094
142.0,	104.0,	24.14603042602539,	3.2292795181274414,	130.38082885742188
143.0,	107.0,	24.051559448242188,	3.225039482116699,	130.36769104003906
144.0,	108.0,	-4.201838493347168,	-11.029340744018555,	128.17369079589844
145.0,	109.0,	-5.342658996582031,	-11.630261421203613,	124.2959213256836
146.0,	110.0,	-5.267082214355469,	-11.86738395690918,	124.31690979003906
147.0,	110.0,	-5.267082214355469,	-11.86738395690918,	124.31690979003906
148.0,	111.0,	-4.127422332763672,	-11.269600868225098,	128.20880126953125
149.0,	108.0,	-4.201838493347168,	-11.029340744018555,	128.17369079589844
150.0,	111.0,	-4.127422332763672,	-11.269600868225098,	128.20880126953125
151.0,	110.0,	-5.267082214355469,	-11.86738395690918,	124.31690979003906
152.0,	112.0,	-5.336698532104492,	-12.105657577514648,	124.374755859375
153.0,	112.0,	-5.336698532104492,	-12.105657577514648,	124.374755859375
154.0,	113.0,	-4.195823669433594,	-11.511398315429688,	128.27392578125
155.0,	111.0,	-4.127422332763672,	-11.269600868225098,	128.20880126953125
156.0,	112.0,	-5.336698532104492,	-12.105657577514648,	124.374755859375
157.0,	114.0,	-4.387073993682861,	-11.657690048217773,	128.35299682617188
158.0,	113.0,	-4.195823669433594,	-11.511398315429688,	128.27392578125
159.0,	114.0,	-4.387073993682861,	-11.657690048217773,	128.35299682617188
160.0,	112.0,	-5.336698532104492,	-12.105657577514648,	124.374755859375
161.0,	115.0,	-5.522465229034424,	-12.25551986694336,	124.44570922851562
162.0,	114.0,	-4.387073993682861,	-11.657690048217773,	128.35299682617188
163.0,	115.0,	-5.522465229034424,	-12.25551986694336,	124.44570922851562
164.0,	116.0,	-5.857664585113525,	-12.185196876525879,	124.5230712890625
165.0,	116.0,	-5.857664585113525,	-12.185196876525879,	124.5230712890625
166.0,	117.0,	-4.723963260650635,	-11.575719833374023,	128.42135620117188
167.0,	114.0,	-4.387073993682861,	-11.657690048217773,	128.35299682617188
168.0,	116.0,	-5.857664585113525,	-12.185196876525879,	124.5230712890625
169.0,	118.0,	-4.8900604248046875,	-11.259056091308594,	128.3824920654297
170.0,	117.0,	-4.723963260650635,	-11.575719833374023,	128.42135620117188
171.0,	118.0,	-4.8900604248046875,	-11.259056091308594,	128.3824920654297
172.0,	116.0,	-5.857664585113525,	-12.185196876525879,	124.5230712890625
173.0,	119.0,	-6.030138969421387,	-11.875411987304688,	124.51097106933594
174.0,	119.0,	-6.030138969421387,	-11.875411987304688,	124.51097106933594
175.0,	120.0,	-4.8240461349487305,	-11.021598815917969,	128.32386779785156
176.0,	118.0,	-4.8900604248046875,	-11.259056091308594,	128.3824920654297
177.0,	120.0,	-4.8240461349487305,	-11.021598815917969,	128.32386779785156
178.0,	119.0,	-6.030138969421387,	-11.875411987304688,	124.51097106933594
179.0,	121.0,	-5.955227851867676,	-11.636966705322266,	124.44450378417969
180.0,	122.0,	-5.764560699462891,	-11.488208770751953,	124.36869812011719
181.0,	120.0,	-4.8240461349487305,	-11.021598815917969,	128.32386779785156
182.0,	121.0,	-5.955227851867676,	-11.636966705322266,	124.44450378417969
183.0,	122.0,	-5.764560699462891,	-11.488208770751953,	124.36869812011719
184.0,	123.0,	-4.632087230682373,	-10.875935554504395,	128.2434539794922
185.0,	120.0,	-4.8240461349487305,	-11.021598815917969,	128.32386779785156
186.0,	124.0,	-5.531027793884277,	-11.485664367675781,	124.31242370605469
187.0,	123.0,	-4.632087230682373,	-10.875935554504395,	128.2434539794922
188.0,	122.0,	-5.764560699462891,	-11.488208770751953,	124.36869812011719
189.0,	124.0,	-5.531027793884277,	-11.485664367675781,	124.31242370605469
190.0,	125.0,	-4.394604682922363,	-10.879556655883789,	128.18673706054688
191.0,	123.0,	-4.632087230682373,	-10.875935554504395,	128.2434539794922
192.0,	124.0,	-5.531027793884277,	-11.485664367675781,	124.31242370605469
193.0,	126.0,	-4.201838493347168,	-11.029340744018555,	128.17369079589844
194.0,	125.0,	-4.394604682922363,	-10.879556655883789,	128.18673706054688
195.0,	126.0,	-4.201838493347168,	-11.029340744018555,	128.17369079589844
196.0,	124.0,	-5.531027793884277,	-11.485664367675781,	124.31242370605469
197.0,	127.0,	-5.342658996582031,	-11.630261421203613,	124.2959213256836
198.0,	128.0,	2.965054512023926,	-13.724925994873047,	141.13722229003906
199.0,	129.0,	2.9291043281555176,	-13.852333068847656,	140.98204040527344
200.0,	130.0,	3.269659996032715,	-13.536493301391602,	141.43736267089844
201.0,	131.0,	3.017828941345215,	-13.472926139831543,	141.454833984375
202.0,	128.0,	2.965054512023926,	-13.724925994873047,	141.13722229003906
203.0,	130.0,	3.269659996032715,	-13.536493301391602,	141.43736267089844
204.0,	132.0,	4.141955375671387,	-12.674758911132812,	143.1590118408203
205.0,	131.0,	3.017828941345215,	-13.472926139831543,	141.454833984375
206.0,	130.0,	3.269659996032715,	-13.536493301391602,	141.43736267089844
207.0,	131.0,	3.017828941345215,	-13.472926139831543,	141.454833984375
208.0,	132.0,	4.141955375671387,	-12.674758911132812,	143.1590118408203
209.0,	133.0,	4.060218811035156,	-12.58382797241211,	143.19509887695312
210.0,	134.0,	5.183132171630859,	-11.330732345581055,	146.56504821777344
211.0,	135.0,	5.300924777984619,	-11.260469436645508,	146.4663543701172
212.0,	136.0,	5.325050354003906,	-11.422505378723145,	146.6214141845703
213.0,	136.0,	5.325050354003906,	-11.422505378723145,	146.6214141845703
214.0,	135.0,	5.300924777984619,	-11.260469436645508,	146.4663543701172
215.0,	137.0,	5.458099842071533,	-11.353652000427246,	146.5150604248047
216.0,	138.0,	6.841770172119141,	-12.4966459274292,	146.7028350830078
217.0,	136.0,	5.325050354003906,	-11.422505378723145,	146.6214141845703
218.0,	137.0,	5.458099842071533,	-11.353652000427246,	146.5150604248047
219.0,	138.0,	6.841770172119141,	-12.4966459274292,	146.7028350830078
220.0,	137.0,	5.458099842071533,	-11.353652000427246,	146.5150604248047
221.0,	139.0,	6.880475997924805,	-12.346734046936035,	146.63546752929688
222.0,	140.0,	7.026287078857422,	-12.474319458007812,	146.597412109375
223.0,	138.0,	6.841770172119141,	-12.4966459274292,	146.7028350830078
224.0,	139.0,	6.880475997924805,	-12.346734046936035,	146.63546752929688
225.0,	141.0,	6.987709045410156,	-12.615354537963867,	146.69439697265625
226.0,	138.0,	6.841770172119141,	-12.4966459274292,	146.7028350830078
227.0,	140.0,	7.026287078857422,	-12.474319458007812,	146.597412109375
228.0,	142.0,	5.891078948974609,	0.6834359169006348,	152.53363037109375
229.0,	143.0,	5.737588882446289,	0.7556099891662598,	152.5622100830078
230.0,	144.0,	5.778705596923828,	0.37029600143432617,	152.53866577148438
231.0,	145.0,	6.010274887084961,	0.6917835474014282,	152.30223083496094
232.0,	142.0,	5.891078948974609,	0.6834359169006348,	152.53363037109375
233.0,	144.0,	5.778705596923828,	0.37029600143432617,	152.53866577148438
234.0,	145.0,	6.010274887084961,	0.6917835474014282,	152.30223083496094
235.0,	144.0,	5.778705596923828,	0.37029600143432617,	152.53866577148438
236.0,	146.0,	5.8119354248046875,	0.32919442653656006,	152.1269989013672
237.0,	147.0,	6.083917617797852,	0.7628879547119141,	151.646484375
238.0,	145.0,	6.010274887084961,	0.6917835474014282,	152.30223083496094
239.0,	146.0,	5.8119354248046875,	0.32919442653656006,	152.1269989013672
240.0,	148.0,	6.037017822265625,	0.44904404878616333,	151.54550170898438
241.0,	147.0,	6.083917617797852,	0.7628879547119141,	151.646484375
242.0,	146.0,	5.8119354248046875,	0.32919442653656006,	152.1269989013672
243.0,	148.0,	6.037017822265625,	0.44904404878616333,	151.54550170898438
244.0,	149.0,	6.196727752685547,	0.8933985233306885,	150.94534301757812
245.0,	147.0,	6.083917617797852,	0.7628879547119141,	151.646484375
246.0,	150.0,	6.263214111328125,	0.46849894523620605,	150.72506713867188
247.0,	149.0,	6.196727752685547,	0.8933985233306885,	150.94534301757812
248.0,	148.0,	6.037017822265625,	0.44904404878616333,	151.54550170898438
249.0,	151.0,	6.464079856872559,	1.1122288703918457,	150.20681762695312
250.0,	149.0,	6.196727752685547,	0.8933985233306885,	150.94534301757812
251.0,	150.0,	6.263214111328125,	0.46849894523620605,	150.72506713867188
252.0,	151.0,	6.464079856872559,	1.1122288703918457,	150.20681762695312
253.0,	150.0,	6.263214111328125,	0.46849894523620605,	150.72506713867188
254.0,	152.0,	6.494081497192383,	0.5664863586425781,	149.7919158935547
255.0,	153.0,	6.775901794433594,	1.324183464050293,	149.4976043701172
256.0,	151.0,	6.464079856872559,	1.1122288703918457,	150.20681762695312
257.0,	152.0,	6.494081497192383,	0.5664863586425781,	149.7919158935547
258.0,	154.0,	6.753606796264648,	0.44289112091064453,	149.31863403320312
259.0,	153.0,	6.775901794433594,	1.324183464050293,	149.4976043701172
260.0,	152.0,	6.494081497192383,	0.5664863586425781,	149.7919158935547
261.0,	154.0,	6.753606796264648,	0.44289112091064453,	149.31863403320312
262.0,	152.0,	6.494081497192383,	0.5664863586425781,	149.7919158935547
263.0,	155.0,	6.6664628982543945,	0.6719884872436523,	149.29360961914062
264.0,	153.0,	6.775901794433594,	1.324183464050293,	149.4976043701172
265.0,	154.0,	6.753606796264648,	0.44289112091064453,	149.31863403320312
266.0,	156.0,	7.021909713745117,	1.4907560348510742,	148.7628631591797
267.0,	154.0,	6.753606796264648,	0.44289112091064453,	149.31863403320312
268.0,	157.0,	7.584523677825928,	1.7029218673706055,	147.5777130126953
269.0,	156.0,	7.021909713745117,	1.4907560348510742,	148.7628631591797
270.0,	158.0,	6.743185997009277,	0.31626224517822266,	149.2106475830078
271.0,	157.0,	7.584523677825928,	1.7029218673706055,	147.5777130126953
272.0,	154.0,	6.753606796264648,	0.44289112091064453,	149.31863403320312
273.0,	158.0,	6.743185997009277,	0.31626224517822266,	149.2106475830078
274.0,	159.0,	7.526248931884766,	0.6659030914306641,	148.46182250976562
275.0,	157.0,	7.584523677825928,	1.7029218673706055,	147.5777130126953
276.0,	160.0,	7.267621040344238,	-0.7613325119018555,	149.4672393798828
277.0,	159.0,	7.526248931884766,	0.6659030914306641,	148.46182250976562
278.0,	158.0,	6.743185997009277,	0.31626224517822266,	149.2106475830078
279.0,	158.0,	6.743185997009277,	0.31626224517822266,	149.2106475830078
280.0,	161.0,	6.654764175415039,	-0.6823606491088867,	149.72398376464844
281.0,	160.0,	7.267621040344238,	-0.7613325119018555,	149.4672393798828
282.0,	162.0,	6.335036277770996,	-1.8177175521850586,	150.33380126953125
283.0,	160.0,	7.267621040344238,	-0.7613325119018555,	149.4672393798828
284.0,	161.0,	6.654764175415039,	-0.6823606491088867,	149.72398376464844
285.0,	160.0,	7.267621040344238,	-0.7613325119018555,	149.4672393798828
286.0,	162.0,	6.335036277770996,	-1.8177175521850586,	150.33380126953125
287.0,	163.0,	6.854822158813477,	-1.9628524780273438,	150.15867614746094
288.0,	162.0,	6.335036277770996,	-1.8177175521850586,	150.33380126953125
289.0,	164.0,	6.45147705078125,	-2.73897123336792,	150.5601348876953
290.0,	163.0,	6.854822158813477,	-1.9628524780273438,	150.15867614746094
291.0,	162.0,	6.335036277770996,	-1.8177175521850586,	150.33380126953125
292.0,	165.0,	5.846052169799805,	-2.897719383239746,	150.76585388183594
293.0,	164.0,	6.45147705078125,	-2.73897123336792,	150.5601348876953
294.0,	164.0,	6.45147705078125,	-2.73897123336792,	150.5601348876953
295.0,	165.0,	5.846052169799805,	-2.897719383239746,	150.76585388183594
296.0,	166.0,	5.941545486450195,	-3.0267786979675293,	150.80677795410156
297.0,	167.0,	6.147251129150391,	-3.2784385681152344,	150.8182373046875
298.0,	164.0,	6.45147705078125,	-2.73897123336792,	150.5601348876953
299.0,	166.0,	5.941545486450195,	-3.0267786979675293,	150.80677795410156
300.0,	168.0,	5.6403656005859375,	-0.03662681579589844,	152.52169799804688
301.0,	169.0,	5.525671005249023,	0.6206989288330078,	152.54196166992188
302.0,	170.0,	5.6067047119140625,	0.7356479167938232,	152.5384979248047
303.0,	169.0,	5.525671005249023,	0.6206989288330078,	152.54196166992188
304.0,	171.0,	5.405599594116211,	0.8816990852355957,	152.532470703125
305.0,	170.0,	5.6067047119140625,	0.7356479167938232,	152.5384979248047
306.0,	170.0,	5.6067047119140625,	0.7356479167938232,	152.5384979248047
307.0,	171.0,	5.405599594116211,	0.8816990852355957,	152.532470703125
308.0,	172.0,	5.513032913208008,	0.9322052001953125,	152.53060913085938
309.0,	173.0,	5.446264266967773,	1.233896017074585,	152.6336669921875
310.0,	174.0,	5.415546417236328,	1.1414546966552734,	152.51449584960938
311.0,	175.0,	4.95063591003418,	1.710446834564209,	152.8116912841797
312.0,	175.0,	4.95063591003418,	1.710446834564209,	152.8116912841797
313.0,	174.0,	5.415546417236328,	1.1414546966552734,	152.51449584960938
314.0,	176.0,	4.820650100708008,	1.712724208831787,	152.420166015625
315.0,	176.0,	4.820650100708008,	1.712724208831787,	152.420166015625
316.0,	177.0,	4.317413330078125,	2.290841817855835,	153.02197265625
317.0,	175.0,	4.95063591003418,	1.710446834564209,	152.8116912841797
318.0,	178.0,	-2.998323440551758,	-7.486075401306152,	135.73922729492188
319.0,	179.0,	-3.6357619762420654,	-7.2374114990234375,	134.1608123779297
320.0,	180.0,	-3.370260238647461,	-7.16551399230957,	136.22425842285156
321.0,	181.0,	-2.1973824501037598,	-7.695326805114746,	137.747802734375
322.0,	178.0,	-2.998323440551758,	-7.486075401306152,	135.73922729492188
323.0,	180.0,	-3.370260238647461,	-7.16551399230957,	136.22425842285156
324.0,	181.0,	-2.1973824501037598,	-7.695326805114746,	137.747802734375
325.0,	180.0,	-3.370260238647461,	-7.16551399230957,	136.22425842285156
326.0,	182.0,	-2.6915154457092285,	-7.26701021194458,	137.85845947265625
327.0,	183.0,	-2.182919979095459,	-7.251697540283203,	139.23870849609375
328.0,	181.0,	-2.1973824501037598,	-7.695326805114746,	137.747802734375
329.0,	182.0,	-2.6915154457092285,	-7.26701021194458,	137.85845947265625
330.0,	181.0,	-2.1973824501037598,	-7.695326805114746,	137.747802734375
331.0,	183.0,	-2.182919979095459,	-7.251697540283203,	139.23870849609375
332.0,	184.0,	-1.6949329376220703,	-7.737762928009033,	139.2264404296875
333.0,	185.0,	-1.9401097297668457,	-7.235586166381836,	140.11911010742188
334.0,	184.0,	-1.6949329376220703,	-7.737762928009033,	139.2264404296875
335.0,	183.0,	-2.182919979095459,	-7.251697540283203,	139.23870849609375
336.0,	184.0,	-1.6949329376220703,	-7.737762928009033,	139.2264404296875
337.0,	185.0,	-1.9401097297668457,	-7.235586166381836,	140.11911010742188
338.0,	186.0,	-1.386448860168457,	-7.776442527770996,	140.0795135498047
339.0,	187.0,	-1.411055088043213,	-7.225922107696533,	142.0518798828125
340.0,	186.0,	-1.386448860168457,	-7.776442527770996,	140.0795135498047
341.0,	185.0,	-1.9401097297668457,	-7.235586166381836,	140.11911010742188
342.0,	188.0,	-0.7732839584350586,	-7.700355052947998,	142.16587829589844
343.0,	186.0,	-1.386448860168457,	-7.776442527770996,	140.0795135498047
344.0,	187.0,	-1.411055088043213,	-7.225922107696533,	142.0518798828125
345.0,	187.0,	-1.411055088043213,	-7.225922107696533,	142.0518798828125
346.0,	189.0,	-0.36813783645629883,	-7.503920555114746,	144.08956909179688
347.0,	188.0,	-0.7732839584350586,	-7.700355052947998,	142.16587829589844
348.0,	189.0,	-0.36813783645629883,	-7.503920555114746,	144.08956909179688
349.0,	187.0,	-1.411055088043213,	-7.225922107696533,	142.0518798828125
350.0,	190.0,	-0.8637933731079102,	-7.029479503631592,	144.2721405029297
351.0,	191.0,	-0.26647377014160156,	-7.430380344390869,	144.5546875
352.0,	189.0,	-0.36813783645629883,	-7.503920555114746,	144.08956909179688
353.0,	190.0,	-0.8637933731079102,	-7.029479503631592,	144.2721405029297
354.0,	192.0,	-0.6149888038635254,	-6.90962028503418,	145.0418243408203
355.0,	191.0,	-0.26647377014160156,	-7.430380344390869,	144.5546875
356.0,	190.0,	-0.8637933731079102,	-7.029479503631592,	144.2721405029297
357.0,	193.0,	-1.2009410858154297,	-6.524111747741699,	144.78463745117188
358.0,	192.0,	-0.6149888038635254,	-6.90962028503418,	145.0418243408203
359.0,	190.0,	-0.8637933731079102,	-7.029479503631592,	144.2721405029297
360.0,	193.0,	-1.2009410858154297,	-6.524111747741699,	144.78463745117188
361.0,	194.0,	-0.9301095008850098,	-6.370644569396973,	145.55618286132812
362.0,	192.0,	-0.6149888038635254,	-6.90962028503418,	145.0418243408203
363.0,	195.0,	-1.5575318336486816,	-5.962288856506348,	145.4925537109375
364.0,	194.0,	-0.9301095008850098,	-6.370644569396973,	145.55618286132812
365.0,	193.0,	-1.2009410858154297,	-6.524111747741699,	144.78463745117188
366.0,	196.0,	-1.1375384330749512,	-5.855504989624023,	146.15101623535156
367.0,	194.0,	-0.9301095008850098,	-6.370644569396973,	145.55618286132812
368.0,	195.0,	-1.5575318336486816,	-5.962288856506348,	145.4925537109375
369.0,	196.0,	-1.1375384330749512,	-5.855504989624023,	146.15101623535156
370.0,	195.0,	-1.5575318336486816,	-5.962288856506348,	145.4925537109375
371.0,	197.0,	-1.7143349647521973,	-5.6735382080078125,	145.82809448242188
372.0,	198.0,	-1.328883171081543,	-5.474739074707031,	146.53823852539062
